model	sut_id	target_module	repeat	cluster_status	final_status	final_class	coverage_available	mutation_available	executable_for_coverage	runnable_test_count	line_pct_raw	branch_pct_raw	mutation_score_pct_raw	line_pct_strict0	branch_pct_strict0	mutation_score_pct_strict0	mutation_total	mutation_checked	generated_tests_sha256	source_cluster_status_json	eval_status_json	nodeid_rescue_v1_applied	nodeid_rescue_v1_old_status	nodeid_rescue_v1_pass_count	nodeid_rescue_v1_fail_count	nodeid_rescue_v1_passing_nodeids	mutation_v5_applied	mutation_v5_batch_status	mutation_v5_tool_exit_code	mutation_v5_parse_source	mutation_v5_killed	mutation_v5_survived	mutation_v5_timeout	mutation_v5_suspicious	mutation_v5_skipped	mutation_v5_not_checked	mutation_v5_no_tests	mutation_v5_total	mutation_v5_logcorrected
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	tornado.escape	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	18	39.86	12.9	45.0	39.86	12.9	45.0	211	60	67c6dc3aa53ea19e51df56f258f9959a74f19b62ecb86159e54116ad6bb2139d	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	27	33	0	0	0	0	151	211	True
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	tornado.escape	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	8	34.46	8.065	42.857142857142854	34.46	8.065	42.857142857142854	211	28	763d064b72c33d07182559ca24ce5347ba91800d347b98964666d02ced39b3ba	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	12	16	0	0	0	0	183	211	True
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	tornado.escape	3	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			928dbb2f0d1cd456daf7837064d802ac2920715477317f296216ecb13933fc95	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-3/status.json		False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	tornado.escape	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	a60846637278b842c42b651fd8d80f323acb8b898d1a1a7b1da5b077190fd133	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-4/metrics/status.json	False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	tornado.escape	5	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			294c8c0c56797789bc1c3b9f87f5321869e678be93af35c1bec8701372da9cdb	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-5/status.json		False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_4f	tornado.escape	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	2ca0faea8fc2deb2688b027fe646482cf97eb4f5907b11653348f700e8bbb6cc	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-1/metrics/status.json	False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_4f	tornado.escape	2	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	74315e1c98c586b95f322a056d71d2d794bba37700966e32c5ac3cefbbcae8c1	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-2/metrics/status.json	False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_4f	tornado.escape	3	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			ad753d0aa24ecfe1094308ebd040f5e64e3dee848f47a628a9fe6f800eda219a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-3/status.json		False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_4f	tornado.escape	4	ok	sanitization_no_failed_tests_detected	strict_zero_sanitization_no_failed_tests_detected	False	False	False					0.0	0.0	0.0		0	65c98fbfd63ca59405e54d84a9181018971bd4e1a6d25725af0b266aab0dff90	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-4/metrics/status.json	False					False												
cluster-safe-deepseek-v2-16b-ctx32k	tornado_4f	tornado.escape	5	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			9e366f1c61f1e928e2912c953faa0479186bb49eace154e34f831e347a03be7c	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_4f/run_0001/0015-5/status.json		False					False												
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	youtube_dl.utils	1	invalid_python_syntax	cluster_invalid_python_syntax	strict_zero_cluster_generation_not_ok	False	False	False					0.0	0.0	0.0			69ced4ced5616bb1856f27109cb18b957d4882ea66de5003a1c26ee9b6d4ff2a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-1/status.json		False					False												
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	youtube_dl.utils	2	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	4	22.63	3.125		22.63	3.125	0.0	1810	0	32cd49a64f47502ce3266127643958a517e4de280c007b0acbb3c211398bc227	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-2/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	1810	0	1810	False
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	youtube_dl.utils	3	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	8	24.07	4.261		24.07	4.261	0.0	1810	0	d0dfb49389d15103c1e1c7a9678bbdd148d3469277fd3066c57528a159f6b3de	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-3/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	1810	0	1810	False
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	youtube_dl.utils	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	9429df13d9e85e7b3348cebaff222d5702c9eceea549030bfdcfbdaddbdacd8f	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-4/metrics/status.json	False					False												
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	youtube_dl.utils	5	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	1	21.09	1.705		21.09	1.705	0.0	1810	0	1453927927c730fde311db8f7c877a4c6487eb32161413884e907e84ac7d18bf	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-5/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	1810	0	1810	False
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	pysnooper	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.40740740740741	36.34	11.02	27.40740740740741	550	405	bf8a93054ac0694b46fa4097e2fde6cd0dabcd620615d67bbabf16949db99441	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	111	294	0	0	0	0	145	550	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	pysnooper	2	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	5	26.84	3.39		26.84	3.39	0.0	550	0	410008766e3bc1c4f8bd345edb4a26a96285002fb12edbf5ec6363feca15ec38	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-2/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	550	0	550	False
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	pysnooper	3	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.40740740740741	36.34	11.02	27.40740740740741	550	405	b10fe300a389bad9db8ce0959f7a9444679d892f0dbcda9696af1b15d9056d8b	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-3/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	111	294	0	0	0	0	145	550	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	pysnooper	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.40740740740741	36.34	11.02	27.40740740740741	550	405	4945950de9b0c4ae1b172b47d37aa97d4fc8ce1906a0ae0ebcd52b61d39fcba9	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	111	294	0	0	0	0	145	550	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	pysnooper	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	36.34	11.02	27.40740740740741	36.34	11.02	27.40740740740741	550	405	746164a44bbcf816e054a42310b55cafa6ad37d676579e1cdfc6258250dd79b7	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	111	294	0	0	0	0	145	550	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	pysnooper	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	2	33.66	4.286	15.263157894736842	33.66	4.286	15.263157894736842	195	190	8780227a2d6fa16415529848ee52f1e3d297801d8a68f06668d38a2920987ef2	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	29	161	0	0	0	0	5	195	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	pysnooper	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	1	33.66	4.286	15.263157894736842	33.66	4.286	15.263157894736842	195	190	6b1d191502d76181851363101de1cd267bf0021e80ae0e324e742c52a9fd880a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	29	161	0	0	0	0	5	195	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	pysnooper	3	ok	sanitization_no_failed_tests_detected	strict_zero_sanitization_no_failed_tests_detected	False	False	False					0.0	0.0	0.0		0	e940e5e1a40d13bccb1685838d3813df5925658813059fcd6ec5de92ae941aa2	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-3/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	pysnooper	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	33.66	4.286	17.894736842105264	33.66	4.286	17.894736842105264	195	190	11c2e87c5ce626a238012f781e49a8f3211cc9055039a770d6e66f7e1636b92f	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	34	156	0	0	0	0	5	195	True
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	pysnooper	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	33.66	4.286	18.421052631578945	33.66	4.286	18.421052631578945	195	190	44886f72d925241536dda5dc355894e955150187c7a92865e73aba5a32f4b9f5	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	35	155	0	0	0	0	5	195	True
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_14f	ansible.utils.unicode	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	341f2a5b72514c8c5c693f88186abfa4e17e15d2c97ffd78037a2183f7f4c7ad	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-1/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_14f	ansible.utils.unicode	2	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	c078952cb535b855aa35924caf2ebe8246b87e41a6f32f4c36e438007404e4a8	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-2/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_14f	ansible.utils.unicode	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	bfe99039bc6796e7ba2b6f1881a7494579d4a9a151ad8e53ac30389a6baf0a65	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-3/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_14f	ansible.utils.unicode	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	3e3293c6c7e5ce6426b280b77ae46b09e2a62008c25c4bc2d29d53bb64bab799	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-4/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_14f	ansible.utils.unicode	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	1a327da7c33d92cc8e47db96015e8b832d0a3366715d2063d0fcb1f8f177eae6	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_14f/run_0001/0003-5/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_17f	ansible.utils.unicode	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	2d3fc140998a6047ba92145b8695bd3304ee3a42808217c3c892dcae8b69e076	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-1/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_17f	ansible.utils.unicode	2	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	7001aa9a809c0e65a3b58c63ffa33152a0fd3c17e5fa32d29d95380207d161c3	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-2/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_17f	ansible.utils.unicode	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	02136889f1a4d33c763579362bd4671fe6b960c5a9eda940efec396596771a58	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-3/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_17f	ansible.utils.unicode	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	8cc11723b589645d4fea9eff571d7f28fe022881078749ef36e86e9dfc235df4	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-4/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	ansible_17f	ansible.utils.unicode	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	8c2044905254786ae52cbc5358d310c318ebb23e0e58344624425aec0d428487	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/ansible_17f/run_0001/0004-5/metrics/status.json	False					False												
cluster-safe-qwen2.5-coder-14b-ctx32k	black_2f	blib2to3.pgen2.token	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	100.0	100.0	66.66666666666666	100.0	100.0	66.66666666666666	3	3	3b61ff9df5a76252cf17ae9784cca221db704b0ea6de9c8b0c15470b43a0493a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	2	1	0	0	0	0	0	3	True
cluster-safe-qwen2.5-coder-14b-ctx32k	black_2f	blib2to3.pgen2.token	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	6	100.0	100.0	33.33333333333333	100.0	100.0	33.33333333333333	3	3	6b4843d4fd94d55bd3af8d9af8827a063818ee32841e819a5a3d4374a0bea42a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	1	2	0	0	0	0	0	3	True
